LEASE_NUMBER,COMPLETION_NAME,PRODUCTION_DATE,DAYS_ON_PROD,PRODUCT_CODE,MON_O_PROD_VOL,MON_G_PROD_VOL,MON_WTR_PROD_VOL,API_WELL_NUMBER,WELL_STAT_CD,AREA_CODE_BLOCK_NUM,OPERATOR_NUM,SORT_NAME,BOEM_FIELD,INJECTION_VOLUME,PROD_INTERVAL_CD,FIRST_PROD_DATE,UNIT_AGT_NUMBER,UNIT_ALOC_SUFFIX
00016,A004,201101,31,O,4151,1153,1973,177194003103,9,WD   31,687,CNOOC PETROLEUM USA INC,WD030,0,S03,20100831.0,,
00016,A010,201101,0,O,0,0,0,177194029700,12,WD   31,687,CNOOC PETROLEUM USA INC,WD030,0,S02,19940630.0,,
00016,E002,201101,0,O,0,0,0,177190022500,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,Q04,19720331.0,,
00016,E002D,201101,0,O,0,0,0,177190022500,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,Q01,19610228.0,,
00016,E002Q,201101,0,O,0,0,0,177190022500,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,Q64,,,
00016,E002T,201101,0,O,0,0,0,177190022500,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,Q65,,,
00016,E016,201101,31,G,0,15629,0,177194064700,11,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,S03,20000605.0,,
00016,E018,201101,0,O,0,0,0,177194065600,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D01,19980420.0,,
00016,E018D,201101,0,O,0,0,0,177194065600,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D02,19980424.0,,
00016,E019,201101,31,G,66,12220,663,177194028200,11,WD   31,2409,MARITECH RESOURCES INC,WD030,0,S03,20090321.0,,
00016,F013,201101,0,O,0,0,0,177190070500,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D01,19851031.0,,
00016,F013D,201101,0,O,0,0,0,177190070500,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D02,19640331.0,,
00016,F015,201101,0,O,0,0,0,177190070100,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D62,,,
00016,F015D,201101,0,O,0,0,0,177190070100,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D02,19690630.0,,
00016,F020,201101,0,O,0,0,0,177192018600,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,S02,19850630.0,,
00016,F021,201101,31,O,580,391,9161,177194036001,9,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,S01,19960831.0,,
00016,F023,201101,0,U,0,0,0,177194039600,14,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,X01,,,
00016,F026,201101,0,O,0,0,0,177194045101,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,S02,20020331.0,,
00016,F027,201101,0,O,0,0,0,177194063200,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,S01,19960704.0,,
00016,F028,201101,31,O,1182,1672,1756,177194063500,9,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D01,20020124.0,,
00016,F028D,201101,31,O,2305,5083,20176,177194063500,9,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D02,20020128.0,,
00016,L010,201101,0,O,0,0,0,177194015000,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,S03,19960525.0,,
00016,L011,201101,0,O,0,0,0,177194030200,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,S02,20061130.0,,
00016,L012,201101,0,O,0,0,0,177194030600,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,S01,19831031.0,,
00016,L013,201101,31,O,2657,1535,11321,177194043302,9,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D01,20050430.0,,
00016,L013D,201101,0,O,0,0,0,177194043302,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D02,,,
00016,L019,201101,0,G,0,0,0,177194049600,13,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D03,,,
00016,L019,201101,0,G,0,0,0,177194049600,13,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D02,,,
00016,L020,201101,31,O,1751,321,8343,177194050502,9,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,S01,19940930.0,,
00016,L021,201101,0,O,0,0,0,177194058100,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D02,20031231.0,,
00016,L021D,201101,0,G,0,0,0,177194058100,13,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D03,20031231.0,,
00016,L022D,201101,0,O,0,0,0,177194057800,12,WD   31,276,EXXON MOBIL CORPORATION,WD030,0,D02,19940430.0,,
